step,return_mean,return_std,foods_mean,foods_std
2500,-11.354339750111103,1.4142429752944545,5.6,0.5477225575051662
2550,-10.399281096458434,1.5748626206137735,5.6,0.5477225575051662
2600,-11.953094916045666,2.147273756858966,7.2,0.8366600265340755
2650,-11.663473556190729,3.3020522783328508,5.8,0.8366600265340756
2700,-7.61207548007369,2.3604532328065724,5.2,1.0954451150103324
2750,-9.017240766435862,0.8983836471209863,5.2,1.0954451150103321
2800,-8.21558612883091,1.181671854463995,4.6,0.5477225575051662
2850,-11.09771880954504,4.1700021028696135,5.8,1.3038404810405297
2900,-10.355158348381519,4.5572718865671,5.2,1.9235384061671346
2950,-13.979142129421234,2.455556525862117,7.6,0.8944271909999159
3000,-10.679789996147155,1.0920418855710374,5.6,0.8432740427115677
3050,-10.669460478425027,3.6207000112547476,5.8,1.0954451150103321
3100,-8.782785216346383,1.4662122071792294,5.4,0.547722557505166
3150,-9.551811365783214,1.882874881001184,6.0,0.7071067811865475
3200,-11.934845883399248,0.43385346629311855,6.0,0.0
3250,-12.793224403262139,2.572642102296595,6.0,0.7071067811865475
3300,-10.511963294446469,2.441118475243341,6.0,0.7071067811865475
3350,-10.296914622187614,1.2890602382078382,5.4,0.8944271909999159
3400,-12.901576572656632,2.63248981020771,8.4,0.8944271909999159
3450,-15.59181036055088,4.743158807045931,7.2,1.6431676725154984
3500,-8.37493835799396,2.5053602069882612,5.2,0.8366600265340756
3550,-13.878205573558807,3.736337369352678,6.6,1.6733200530681511
3600,-9.780473744869232,1.6947655164299007,5.8,0.8366600265340756
3650,-16.456234413385392,2.3175438036470855,7.0,0.7071067811865476
3700,-7.779798648506403,0.28410692942261107,4.8,0.44721359549995787
3750,-8.266331815719605,1.279984787990035,5.2,0.4472135954999579
3800,-10.815762574970723,1.9679489078151753,4.8,2.16794833886788
3850,-8.928926634415983,1.3699009765256176,6.2,1.0954451150103321
3900,-13.025957521796226,2.42583171850031,6.0,0.7071067811865476
3950,-10.147907102108002,2.446427999637657,5.8,0.8366600265340755
4000,-9.671326864510775,1.5182360174563052,5.6,0.5163977794943222
4050,-12.974210119247436,1.1600257145904875,6.2,0.4472135954999579
4100,-9.41250110194087,3.1720999724264423,5.2,1.0954451150103324
4150,-7.404366391897201,1.0068918639039215,5.6,0.547722557505166
4200,-13.38439450263977,2.3044644014478064,6.0,0.7071067811865476
4250,-13.434705713391304,1.4124075438084813,7.2,0.4472135954999579
4300,-7.931634233519435,1.5950188175915718,5.8,0.8366600265340756
4350,-13.981631472706795,3.1679871188722823,6.2,1.3038404810405297
4400,-11.024470273405313,3.2809800976864274,6.2,1.30384048104053
4450,-12.533958514034747,2.5928185124726837,7.2,0.8366600265340753
4500,-8.32993675172329,1.2615236727569126,6.6,0.5477225575051663
4550,-9.942172151058912,2.332767853340389,5.8,1.3038404810405297
4600,-12.922274506092071,3.0917399241545165,6.4,0.8944271909999159
4650,-11.504399840533733,1.8420439058602958,6.2,0.8366600265340753
4700,-9.454324225336313,2.5441690361101243,6.8,1.0954451150103321
4750,-14.594273556768893,6.459777860309291,9.8,6.870225614927067
4800,-8.886269602179528,1.0108242095695252,5.4,0.5477225575051662
4850,-8.049858533591031,1.0009558711145026,7.2,0.8366600265340756
4900,-8.60592130497098,0.48242800019630055,4.6,0.8944271909999159
4950,-11.949768918752671,1.9654455687599532,6.2,1.3038404810405297
5000,-8.381655887141823,1.3372694905730855,5.6,0.5163977794943223
